title,company,location,link
플랫폼 개발 엔지니어 수시 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=99117c90373dd2ee
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89
11번가 QA 분야,십일번가,서울 중구,https://kr.indeed.com/viewjob?jk=4a491598cdafd777
[기술플랫폼실] 데이터 사이언티스트(Data Scientist) 분석가 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=3a3c48cd3026f062
분석실 - 베이지안 분석 전문가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2
Security Developer (보안 개발자) (인재풀),비바리퍼블리카,서울 강남구,https://kr.indeed.com/viewjob?jk=e4066119c5e9d0da
MySQL Engineer 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=dd06066d79860614
[빅데이터분석] 데이터 엔지니어,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=5eb3b5ea1be144c1
카카오톡 보이스톡/페이스톡/라이브톡 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d585814d097935eb
카카오 네트워크 엔지니어를 모십니다,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=f281c810daf0e10d
소형전지사업부 경력,삼성SDI,충청남도 천안,https://kr.indeed.com/viewjob?jk=089931931a0474d5
Security Engineer (모의해킹) (인재풀),비바리퍼블리카,서울 강남구,https://kr.indeed.com/viewjob?jk=71333716cd8b9835
Robotics Software Engineer - Perception,Bear Robotics,서울,https://kr.indeed.com/viewjob?jk=a178faf59ebf243a
"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68
[R&D] 의장 시스템 설계/시험,현대자동차그룹,대한민국,https://kr.indeed.com/viewjob?jk=5d7b5807c8ce2ad3
전기자동차 응용 소트프웨어 신입/경력 정규직 (PC / Smart폰 App. 개발),에디슨테크,대전 유성구,https://kr.indeed.com/viewjob?jk=3d5b1b1bce167058
NAVER IDC 서버 운영/관리(평촌),NIT Service,안양 동안구,https://kr.indeed.com/viewjob?jk=097c35ed002a62e5
헬스케어분야 응용SW개발자,아이티에듀고,서울 금천구,https://kr.indeed.com/viewjob?jk=03d31f40fbfae70d
자동차업무팀 인수기획/통계파트 신입,AXA손해보험,서울 용산구,https://kr.indeed.com/viewjob?jk=884ad027f57fd50f
Support Engineer,Microsoft,서울,https://kr.indeed.com/viewjob?jk=0bbf23c0930be392
연구원,국립암센터,고양 정발산역,https://kr.indeed.com/viewjob?jk=c09983262582358d
클라우드 인프라 운영 담당자 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=bcd2f0630e298aa3
8퍼센트 경력 개발자,8퍼센트,서울 종로구,https://kr.indeed.com/viewjob?jk=464ef95516a5fa5c
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c
데이터 분석 직군 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=1c4f1c0b625f5abd
데이터 사이언티스트를 지향하는 데이터 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=385c58c7ced1d77b
[NIT Service] NAVER IDC 서버 운영/관리(가산),엔아이티서비스,서울 금천구,https://kr.indeed.com/viewjob?jk=15747ed3139134b9
[ 아이콘트롤스 ] 2020년 경력 직원 (데이터분석),HDC아이콘트롤스,성남 분당구,https://kr.indeed.com/viewjob?jk=8f65ee5238b477a2
Data Scientist III,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=67ca30c143379281
디스플레이장비 영상처리 알고리즘 신입/경력직,에이치비테크놀러지,충청남도 아산,https://kr.indeed.com/viewjob?jk=167045659e8ee994
유명 바이오 의료기기 스타트업 Backend 개발자,인파트너스,서울 서초구,https://kr.indeed.com/viewjob?jk=a548fccae71ef2a6
신약개발 인공지능 SW 개발자,신약개발의 새로운 패러다임을 선도하는 기업,서울 구로구,https://kr.indeed.com/viewjob?jk=2feb3b8f04e7b9e5
(주)웨이브웨어 2020 년도 신입사원 (개발자),웨이브웨어,대전 유성구,https://kr.indeed.com/viewjob?jk=1261d7964780dcb4
영상 처리 개발자 (Unity / SW / Verilog),엠앤앤에이치,서울 성동구,https://kr.indeed.com/viewjob?jk=edeb3284c4d395c0
(주)후이즈 쇼핑몰 각 부문별 신입/경력 정규직,후이즈,서울 구로구,https://kr.indeed.com/viewjob?jk=d898febfdf57ea27
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e
"Field Application Engineer, Korea",Arteris,대한민국,https://kr.indeed.com/viewjob?jk=1b06cec85f4b58e8
Data Center Technician,Amzn Corporate Services Korea,서울,https://kr.indeed.com/viewjob?jk=46eb8394df1e2682
[TmaxAI/기술] 기술지원 엔지니어,티맥스소프트,성남 분당구,https://kr.indeed.com/viewjob?jk=2a8e6fae00c17acc
시스템 엔지니어 / 정보 보안 운영 관리 엔지니어,이스트게임즈,서울 서초구,https://kr.indeed.com/viewjob?jk=0a5efb4db4be6fe8
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac
NAVER IDC 서버 운영/관리(춘천),NIT Service,춘천 동면,https://kr.indeed.com/viewjob?jk=de567c4b6b588c4c
"토목설계, 토목기사 외 신입/경력 정규직, 계약직, 인턴",한국도로기술21,경기도 화성,https://kr.indeed.com/viewjob?jk=7d218fea2ed0fd33
Data Scientist,Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=7af6301dc691d3ab
"백엔드, 프론트엔드,웹 디자인 외 신입/경력 정규직",비엣메이트,성남 수정구,https://kr.indeed.com/viewjob?jk=91c738c9999df69a
[유명 인터넷 금융사] 클라우드 플랫폼 개발자,제이앤피에이치알컨설팅,성남 분당구,https://kr.indeed.com/viewjob?jk=3fd4b8cd7aa6f587
유저프로파일팀 - 데이터 모델러,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=8dfc9993e2aa9160
프론트엔드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=b25ed61fb84a5785
굿모니터링 주식회사 시스템 개발 인력,굿모니터링,서울 서대문구,https://kr.indeed.com/viewjob?jk=8cb97f3b50f56b12
Business Data Analyst,Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=166aa0c72e94a266
(주)신세계아이앤씨 경력사원 상시,신세계아이앤씨,서울 중구,https://kr.indeed.com/viewjob?jk=9debec4c7f511ec8
[삼성청년SW아카데미] 프로젝트 컨설턴트 (멀티캠퍼스),멀티캠퍼스,경상북도 구미,https://kr.indeed.com/viewjob?jk=1a642e02295c816d
"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,https://kr.indeed.com/viewjob?jk=cae2de07045cfb2b
AI/ML Specialist Partner SA,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=74ab1f408f53ca70
Data Analyst,Axiologic Solutions,서울,https://kr.indeed.com/viewjob?jk=eb45c08f4c4a43d8
[신규프로젝트] 차세대 콘솔 Maya 리거 채용,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=7bd59201a82e59ed
BigData 플래폼 S/W 엔지니어,에스케이플래닛,성남 분당구,https://kr.indeed.com/viewjob?jk=f650c8f813cdac23
Machine Learning Research - Speech Recognition,Qualcomm Korea YH,서울,https://kr.indeed.com/viewjob?jk=19b7736d5aa3f7e5
리서치분야 석사이상 경력직,케이지제로인,대한민국,https://kr.indeed.com/viewjob?jk=61f7bd9446ee9441
채팅모듈 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3b752abecf619fe5
웹프론트엔드 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=f4a5057bd3043129
[ESTgames]MMORPG·SNG 개발자 수시,이스트게임즈,서울 서초구,https://kr.indeed.com/viewjob?jk=5a48b450c6272a62
Data Analytics SA,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=62531072e6eeb4a8
[Robotics] Deep Reinforcement Learning Engineer,네이버,서울,https://kr.indeed.com/viewjob?jk=05d6f01f9a494a1b
시스템운영 경력 정규직,라이프시맨틱스,서울 강남구,https://kr.indeed.com/viewjob?jk=deec33b638f9d772
[무료교육] 재직자 위한 스마트제조 실무 교육 안내,한국산업기술협회,서울 금천구,https://kr.indeed.com/viewjob?jk=8349ebbe61582cf3
[계약직] AI 서비스 개발을 위한 다국어 텍스트 처리 개발자 모집 (일본어/중국어),엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=93f8aacd3d00382b
Technical Communicator (테크니컬 커뮤니케이터) 경력,사이언티픽아날로그랩스,서울 서초구,https://kr.indeed.com/viewjob?jk=e88926397ed17bf0
Quantitative Researcher(이공계전공 우수인재 영입),디에스파트너즈그룹,서울,https://kr.indeed.com/viewjob?jk=990f18f975068390
챗봇 플랫폼 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=20d40ee61adffeca
백엔드 개발자 (경력),넥스클라우드,서울 강남구,https://kr.indeed.com/viewjob?jk=4297b9a43a2bf2f8
[금융사업클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=eca18a1897e5d4ea
웹 서버 개발 경력자,YJ TECHNLGY,경기도 화성,https://kr.indeed.com/viewjob?jk=41d3edef41054cd3
"[Legacy Versum] QA Engineer, 평택",Merck KGaA,경기도,https://kr.indeed.com/viewjob?jk=f46fc1d52116909a
Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/viewjob?jk=25725b3c0e607311
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96
Field Application Engineer (FAE) – Korea/Asia,LUCID Vision Labs,대한민국,https://kr.indeed.com/viewjob?jk=06995d4800ce38f3
"디어젠(주), AI Research Engineer (전문연구요원)",디어젠,서울 강남구,https://kr.indeed.com/viewjob?jk=cd00ba8c708e6495
"C,C++ 개발 (영상관제, 스마트시티 보안 솔루션)",비에이블컨설팅그룹,서울 구로구,https://kr.indeed.com/viewjob?jk=baf2f2d30ed52acc
안드로이드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=36a418cd05c30a44
[서울/수원/천안] 웹디자인/JAVA웹개발/빅데이터/AI인공지능 개발 분야 교육생,휴먼교육센터,천안 동남구,https://kr.indeed.com/viewjob?jk=b3bde1882ae8a1d8
백엔드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=bd8e5afa35b65cbc
[서울지사] 데이터 분석가,네오플,서울 강남구,https://kr.indeed.com/viewjob?jk=3d0fef92805a8c7c
하나금융투자 경력직 인재 (WM추진/글로벌주식/금전채권신탁/데이터전략),하나금융투자,대한민국,https://kr.indeed.com/viewjob?jk=a8d3794749eddd5e
Legacy Versum [리가시 버슘] Automation Engineer 평택,Merck KGaA,경기도,https://kr.indeed.com/viewjob?jk=03fa253ba96ac599
전략 기획 & IT 컨설팅,페니로이스,서울 종로구,https://kr.indeed.com/viewjob?jk=e38ddf92caadc900
